time,artist,song,album,album_label,album_year,note,url
7:09 AM,Traffic,Tragic Magic,Shoot Out at the Fantasy Factory,Universal-Island Records Ltd.,1973,I dig the instrumental powers of this band. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
7:16 AM,Weather Report,Punk Jazz,Mr. Gone,Columbia/Legacy,1978,"Jaco Pastorius wrote this and featured his bass on it, but I love the entire arrangement. ",https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
7:22 AM,Tom Zé,O Riso e a Faca,Brazil Classics 4: Massive Hits: The Best of Tom Ze,Narada,1990,I'm pretty sure this was the first album of Brazilian music by a single artist I ever owned.,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
7:25 AM,The Explorers Club,Look to the Horizon,The Explorers Club,Goldstar Recordings,2020,New music from the band that aspires to play TV game show themes in 1970 - 50 years too late. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
7:28 AM,Bananagun,People Talk Too Much,The True Story of Bananagun,Full Time Hobby,2020,"These guys also aspire to sound like it's 1970, but with bits of Brazilian and African and other influences thrown in. ",https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
7:35 AM,Sparks,"(Baby, Baby) Can I Invade Your Country",Hello Young Lovers,Lil' Beethoven Records,2009,"There's always somebody wanting to invade something, so why shouldn't they have a theme song?",https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
7:42 AM,Villagers,My Lighthouse,Where Have You Been All My Life?,Domino Recording Co,2016,Live version of a cool song. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
7:44 AM,Pete Townshend,Forever's No Time at All,Who Came First,UMC (Universal Music Catalogue),1972,A song co-written by Pete's friend Billy Nichols. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
7:48 AM,A Girl Called Eddy,Pale Blue Moon,Been Around,Elefant Records,2020,I was very pleased to have a new record from this talented woman earlier this year. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
7:51 AM,Brad Mehldau,XI. family harmony,Suite: April 2020,Nonesuch,2020,Mehldau wrote much of and recorded all of this fine solo album at home during the lockdown days of April. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
7:54 AM,John Hiatt,Mile High,Walk On,Capitol Records,1995,A song quite different and moodier than most of Hiatt's catalogue. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
8:01 AM,Perfume Genius,Without You,Set My Heart on Fire Immediately,Matador,2020,"I'm not sure I'd heard this guy before, but he writes and sings quite well. ",https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
8:03 AM,Taj Mahal,I Pity the Poor Immigrant,The Hidden Treasures of Taj Mahal,Columbia/Legacy,2012,An epic take on this old Dylan song. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
8:11 AM,Steve Forbert,Dignity,Early Morning Rain,Blue Rose Music,2020,A strong take on a newer Dylan song. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
8:17 AM,Taylor Swift,this is me trying,folklore,Taylor Swift,2020,"I don't think Swift has changed her musical approach all that much for this record, though I can hear superficial differences. ",https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
8:21 AM,John Galbraith Trio,Eleanor Avenue,Everyday Nowhere,John Galbraith Trio,2020,Power pop from the first of three very different albums Galbraith has released this year. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
8:23 AM,John Galbraith,Swing State,John Galbraith and the Bluegrass Fakers,John Galbraith,2020,This album lives up to its title - some fine picking on this tune. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
8:26 AM,Willie Nelson,My Cricket and Me (Solo Outtake),The Complete Atlantic Sessions 73-74,Rhino Atlantic,2006,"He didn't stay at Atlantic very long, but man, I love the music he made back then. ",https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
8:29 AM,Conway Twitty & Loretta Lynn,After the Fire Is Gone,The Definitive Collection: Conway Twitty & Loretta Lynn (Remastered),MCA Nashville,2005,One of those definitive country duets.,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
8:32 AM,Jamey Johnson,Make the World Go Away (feat. Alison Krauss),Living for a Song - A Tribute to Hank Cochran,Mercury Nashville,2012,A more recent and quite notable country duet. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
8:35 AM,The Five Blind Boys of Alabama,Look Where He Brought Me from,Faith Moves Mountains,Central South,2010,Featuring their long-time brilliant lead singer Clarence Fountain. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
8:39 AM,Marlena Shaw,It's Better Than Walking Out,The Blue Note Years,Capitol Records,2010,Back in 1976 she was aiming for the disco floor with this one. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
8:43 AM,The Supremes,Back in My Arms Again,I Hear a Symphony: Expanded Edition,Motown,2012,I love the looseness and enthusiasm and fire of this short live version. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
8:44 AM,Pretenders,Revolution,Last of the Independents,Rhino/Warner Records,2004,A particularly juicy cut from this 1994 album. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
8:49 AM,Matt Berninger,Oh Dearie,Serpentine Prison,Concord Records,2020,The singer of the National has a neat little solo record out. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
8:52 AM,Shelby Lynne,I Got You,Shelby Lynne,Everso Records,2020,I believe I've mentioned now and again how much I love the way she sings. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
8:57 AM,Little Big Town,"Wine, Beer, Whiskey",Nightfall,Capitol Records Nashville,2019,"This song was absolutely designed for giant concert sing-alongs, and I'm totally in favor of the result. ",https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
9:01 AM,Dan Penn,I Didn't Hear That Coming,Living on Mercy,The Last Music Company,2020,"For well over 50 years, Penn has been penning great soul songs. ",https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
9:05 AM,Lightnin' Hopkins,Long Way from Home,Talkin' Some Sense,Jewel Records,1968,I'm having some fun digging into the most famous blues artist I've barely heard. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
9:07 AM,Dr. John,Tell Me You'll Wait for Me,Afterglow,GRP,1995,His musical heart was enormous. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
9:12 AM,Duke Ellington,U.M.M.G.,Jazz Party,Columbia Jazz Masterpieces,1987,That time when Dizzy Gillespie got to solo with the Duke Ellington Orchestra on an incredible Billy Strayhorn composition. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
9:17 AM,Sonny Landreth,Blacktop Run,Blacktop Run,Provogue Records,2020,Stellar slide guitar and a rip-roaring good song. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
9:21 AM,The Nude Party,Shine Your Light,Midnight Manor,New West Records,2020,Sounds like they played some Rundgren before coming up with this cut. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
9:26 AM,Arctic Monkeys,Fake Tales of San Francisco,"Whatever People Say I Am, That's What I'm Not",Domino Recording Co,2005,"In retrospect, I think I should have paid closer attention to these guys back when these records were new. ",https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
9:29 AM,The Empty Hearts,Remember Days Like These (feat. Ringo Starr),The Second Album,Wicked Cool Records,2020,"Honestly, I can't hear what Ringo is doing on this song, but it's nice to know he was there, anyway. ",https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
9:31 AM,ROOKIE,Miss United States,ROOKIE,Bloodshot Records,2020,"They get comparisons to Cheap Trick, and while they aren't quite that good, they aren't embarassing in that regard, either. ",https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
9:35 AM,Ramones,11-Jul,Pleasant Dreams,Sire/Warner Bros.,1981,One of Joey's weirdo romantic tales. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
9:40 AM,The Revillos,"Man Attack! (Live, John Peel BBC Radio 1 Session, 13/05/1981)",Stratoplay: The Box Set,Cherry Red Records,2020,It makes me happy to know all this great material is available - I loved this band and all I owned back then were a handful of 45s.,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
9:43 AM,Joan Jett & The Blackhearts,Frustrated,Glorious Results of a Misspent Youth (Expanded Edition),Legacy Recordings,1984,"A couple years before this record came out, Joan Jett whipped my ass on a pinball machine. She was fixated; I was an amateur. ",https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
9:48 AM,The Jayhawks,Down To The Farm,XOXO,Sham Hawk,2020,"Nothing spectacular, just rock solid country-ish rock. ",https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
9:51 AM,Count Basie & Oscar Peterson,Sweethearts On Parade,Satch and Josh...Again,Fantasy Records,1978,Two distinctive piano giants found ways to make room for each other in this delightful duet. ,https://spinitron.com//KDHX/pl/11849410/Sound-Salvation
6:58 AM,Bob Dylan,She Belongs To Me,Bringing It All Back Home (mono),Columbia,2010,"You can buy this nice box set of Dylan's first 8 albums in their original mono mixes, the way Dylan figured you'd hear them.",https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
7:01 AM,Bob Dylan,Tomorrow Is a Long Time,The Witmark Demos: 1962-1964 (The Bootleg Series Vol. 9),Columbia,2010,"And then there's this treausre trove of early Dylan demos. By the way, I hope Dylan put on a great show last night - I didn't get to go this time myself.",https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
7:05 AM,Public Image Ltd.,Rise,Album,Ekektra,1985,The Bill Laswell production was a joy to hear on my fave PiL material.,https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
7:13 AM,The Slits,I Heard It Through the Grapevine,Cut,Antilles,1979,"Ari Up, the lead singer of this important punk/post punk band, passed away yesterday at only 48 years old. I always loved this dub heavy take on Marvin Gaye.",https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
7:17 AM,El Guincho,(Chica-Oh) Drims,Pop Negro,Young Turks,2010,I dig the crazy rhythms.,https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
7:21 AM,Pete Rock & CL Smooth,They Reminisce Over You,Mecca and the Soul Brother,Ekektra,1992,I miss the sample heavy intensity of old-school hip hop.,https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
7:27 AM,Rufus Thomas,Funkiest Man Alive,Funkiest Man Alive: The Stax Funk Sessions 1967-1975,Concord Records,2003,One of the greatest funk grooves of all time.,https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
7:35 AM,The Dynamites featuring Charles Walker,Burn It Down,Burn It Down,Ter A Terre,2009,"Coming to the Beat n' Soul Festival at Off Broadway Nov. 5 (the fest continues Nov. 6, too).",https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
7:41 AM,Mavis Staples,Last Train,You Are Not Alone,Anti-,2010,Mavis & her band have a good time on this Allen Toussaint number.,https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
7:47 AM,Dr. John & The Lower 911,Only in America,Tribal,429,2010,Dr. John doesn't hold back anything these days.,https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
7:51 AM,James Booker,So Swell When You're Well,The Lost Paramount Tapes,DJM Records,1997,Incredible 1973 recordings by one of the best New Orleans pianists ever.,https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
7:57 AM,Fats Domino,I'm In Love Again,The Best of Fats Domino,Parlophone Catalogue,2009,Another New Orleans icon.,https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
8:03 AM,Javier Escovedo,Tonight Is Gonna Be Better,City Lights,Javier Escovedo,2008,I had no idea the former True Believer and brother to Alejandro had recorded his own record - thanks to Rock'n'Roll Confidential for the tip. Very nice.,https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
8:07 AM,Alejandro Escovedo,Down in the Bowery,Street Songs of Love,Fantasy,2010,"Alejandro is joined by one of his idols, Ian Hunter, on this gorgeous cut.",https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
8:11 AM,Southside Johnny & the Asbury Jukes,One More Night to Rock,Pills & Ammo,Floating World,2010,"Within 24 hours of finding out there is a new record by Southside Johnny & his latest Jukes, I found out the drummer, Louis Appel, passed away.",https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
8:16 AM,Foghat,Drivin' Wheel,Night Shift,Bearsville Records,1976,You know this is a cowbell classic!,https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
8:20 AM,Peaches & Herb,Shake Your Groove Thing,The Best of Peaches & Herb,Epic,1996,"And the cowbell drives this one, too - bonus points for the Foghat to Peaches & Herb seque, I think.",https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
8:26 AM,Don Covay,Take This Hurt Off Me,Mercy Mercy: The Definitive Don Covay,Razor & Tie,1994,A soul classic with a snapping cowbell part!,https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
8:32 AM,XTC,Me & the Wind,Mummer,virgin records,1983,Bonus cowbell - Cat recommended this one - I'd forgotten it as both a terrific song and a great source of cowbell.,https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
8:36 AM,Pretenders,Time the Avenger,Learning to Crawl,sire,1983,"I was planning to play this song anyway - reminded by a Facebook friend of its insatiable groove - but then I realized there's a cowbell on it, too.",https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
8:41 AM,Bryan Ferry,Carrickfergus,The Brid Stripped Bare,Virgin,1978,"A song which featured prominently in last week's Boardwalk Empire, though not in this version.",https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
8:45 AM,Elsie Parker & the Poor People of Paris,Boum!. . .,Live,Eye-full Tower,2010,St. Louis' own jazzy French combo is just a blast to hear.,https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
8:49 AM,Texas Tornados,Esta Bueno,Esta Bueno,Bismeaux Records,2010,"The jalapenos burn at both ends, and we dance.",https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
8:53 AM,Raul Malo,Sombras,Sinners and Saints,Fantasy,2010,"My goodness, this man can sing.",https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
9:02 AM,Los Lobos,Jupiter or the Moon,Tin Can Trust,Shout! Factory,2010,Dark brooding song about dreams of a better life.,https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
9:07 AM,Lucky Peterson,Trampled Rose,You Can Always Turn Around,sppf,2010,Everybody is covering this Tom Waits song - I love the mid-East flavor Peterson gives the hook.,https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
9:12 AM,Elvis Costello,"Dr. Watson, I Presume",National Ransom,Hear Music,2010,The album comes out Nov. 2 - but I get to sample tracks here at the station now. Makes it worth getting up all by itself.,https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
9:16 AM,Chuck Prophet,Would You Love Me?,Soap and Water,Yep Roc,2007,"He's playing tomorrow night at Off Broadway - also an instore set at Euclid Records tomorrow afternoon at 4 pm. I'll be at a wedding on both ends, but I'm sure it will be great.",https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
9:22 AM,Elton John & Leon Russell,Gone to Shiloh,The Union,Decca,2010,"Joined here by Neil Young - this cut at least, is quite intoxicating.",https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
9:29 AM,Robyn Hitchcock,Do Policemen Sing?,Black Snake Diamond Role,Yep Roc,1981,A classic track from Robyn's first solo album.,https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
9:33 AM,Richard Barone,Radio Silence,Glow,Bar/None,2010,It's so nice to have new music from this terrific songwriter - his last new record came out in 1992 or something like that.,https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
9:37 AM,Captain Beefheart and his Magic Band,Run Paint Run Run,Doc at the Radar Station,Blue Plate,1980,"This was my first Beefheart album, so it remains my fave - you just have to imagine the joy of discovering this stuff!",https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
9:41 AM,Peter Case,Dig What You're Puttin' Down,Wig!,Yep Roc,2010,I like when Peter sings the blues.,https://spinitron.com//KDHX/pl/5408340/Sound-Salvation
